14.72,0
351.17,12622
687.6,25536
1024.04,35185
1360.48,53467
1696.8,65594
2033.23,72419
2369.68,86003
2706.15,102632
3042.58,102697
3378.91,108462
3715.34,118792
4051.77,131219
4388.23,129253
4724.66,138551
5060.99,149368
5397.42,155978
5733.87,167172
6070.32,182288
6406.74,190921
6743.08,192851
7079.53,214308
7415.96,212469
7752.39,226601
8088.82,237558
8425.16,242415
8761.6,246441
9098.04,262145
9434.49,273140
9770.91,285795
10107.24,282873
10443.67,299990
10780.11,318777
11116.55,335978
11452.99,380245
11789.35,436431
12125.78,495880
12462.21,579301
12798.66,659077
13135.1,712627
13471.45,782554
13807.89,860447
14144.36,975270
14480.8,1069342
14817.26,1188537
15153.59,1403081
15490.04,1560679
15826.48,1807583
16162.93,2052713
16499.38,2282475
16835.71,2484972
17172.14,2727607
17508.59,3111223
17845.03,3579847
18181.49,4335435
18517.81,4717491
18854.25,5427537
19190.73,6054371
19527.18,6670717
19863.63,7055110
20199.97,8088091
20536.41,8379091
20872.87,9382017
21209.31,9789586
21545.76,10444233
21882.09,10815178
22218.52,10983249
22554.96,11599829
22891.41,12081198
23227.84,12534339
23564.17,12389054
23900.6,12656734
24237.03,13234999
24573.46,13490645
24909.9,13408045
25246.23,13278047
25582.67,13391673
25919.1,13582854
26255.53,13674591
26591.97,13606435
26928.3,13605793
27264.75,13897338
27601.18,13757464
27937.63,13831075
28274.06,13502988
28610.38,13745058
28946.82,14184138
29283.27,14062134
29619.72,14091581
29956.18,14082996
30292.51,14007299
30628.94,14115871
30965.38,13796364
31301.83,13553762
31638.26,13178410
31974.63,12980495
32311.07,12981396
32647.51,13286535
32983.95,13356444
33320.4,13705867
33656.76,14169378
33993.2,14025200
34329.64,13828342
34666.08,13846138
35002.53,14238454
35338.89,14017229
35675.32,14178235
36011.76,14321620
36348.21,14417509
36684.64,14534373
37020.97,14789778
37357.42,14648423
37693.87,14685658
38030.31,14997828
38366.74,14925257
38703.1,14487853
39039.56,15418482
39376,15048079
39712.43,15180909
40048.87,15152930
40385.21,15144496
40721.68,14837004
41058.12,14925189
41394.56,15236979
41731,14971625
42067.33,14752352
42403.77,15238681
42740.2,15244052
43076.64,15471553
43413.07,15496774
43749.41,15159917
44085.84,14675021
44422.27,14670600
44758.71,15238115
45095.15,15249494
45431.48,14821575
45767.93,15107510
46104.37,15474540
46440.81,15748838
46777.26,15553521
47113.61,15426662
47450.07,15076035
47786.51,15438154
48122.96,15295663
48459.39,15133011
48795.74,15613197
49132.2,15735410
49468.65,15788942
49805.1,15362792
50141.54,15489870
50477.91,15207250
50814.34,15440181
51150.8,15225352
51487.25,15209553
51823.69,15378861
52160.02,15565988
52496.46,15744775
52832.9,15348660
53169.34,16046107
53505.79,15981166
53842.12,15496144
54178.56,15968648
54515.01,15718861
54851.46,15833736
55187.9,15944962
55524.23,15642886
55860.67,16082084
56197.1,16153948
56533.54,15602060
56869.99,16144422
57206.31,16072695
57542.74,16076868
57879.17,16008601
58215.62,16184439
58552.06,16003906
58888.4,16015530
59224.84,15838660
59561.28,15516783
59897.73,16163597
60234.17,15343608
60570.5,16088875
60906.94,16227059
61243.38,15831311
61579.83,16630028
61916.27,16507198
62252.59,16280415
62589.02,15836858
62925.47,16150360
63261.94,16011784
63598.38,15707814
63934.7,15598731
64271.14,15787310
64607.59,15407042
64944.03,15934868
65280.5,15846956
65616.83,15642060
65953.27,15582672
66289.71,15881844
66626.16,16003996
66962.6,16146544
67298.93,16244609
67635.38,15870942
67971.81,15949780
68308.24,15660648
68644.68,15415822
68981.01,15354906
69317.45,15176489
69653.91,15523193
69990.35,15703157
70326.79,16143500
70663.11,15926200
70999.56,15842696
71336,15863804
71672.43,15510323
72008.89,15716742
72345.22,15984128
72681.67,15949577
73018.1,15901400
73354.54,15907232
73690.98,15942861
74027.31,16042518
74363.77,16130346
74700.21,16389816
75036.66,16205493
75373.11,15876774
75709.47,16052733
76045.91,16382282
76382.35,16392700
76718.79,16193859
77055.23,16429448
77391.55,16643132
77727.97,15990478
78064.41,16648874
78400.84,16116162
78737.27,16222365
79073.61,15818212
79410.06,16106365
79746.51,16285498
80082.95,16472914
80419.39,16331160
80755.72,16200615
81092.15,16409050
81428.6,16532142
81765.05,15935068
82101.5,16176768
82437.83,16450706
82774.28,16723708
83110.75,16813788
83447.19,16606566
83783.63,16514984
84119.96,16754418
84456.44,16844652
84792.88,16583862
85129.32,16172493
85465.77,15998702
85802.1,15648494
86138.53,15957081
86474.97,15743154
86811.41,15629926
87147.84,16084262
87484.19,15715920
87820.63,15820519
88157.07,16380836
88493.52,16097687
88829.96,16232245
89166.29,15593913
89502.73,16091464
89839.18,16133260
90175.63,16320474
90512.07,16442374
90848.4,16441350
91184.84,16402228
91521.29,16295211
91857.73,16453392
92194.17,16562408
92530.5,16702312
92866.95,16214440
93203.39,16413936
93539.83,16249484
93876.27,16443804
94212.6,15837894
94549.03,16170310
94885.46,16232707
95221.9,15941797
95558.35,15496125
95894.69,15715548
96231.13,15689476
96567.56,16142847
96903.99,15998541
97240.44,16072102
97576.78,16535814
97913.24,16108390
98249.68,16334568
98586.13,16436640
98922.57,16273244
99258.9,16675102
99595.33,16302173
99931.78,16596022
100268.22,16358070
100604.66,16529316
100940.99,16434916
101277.43,16512082
101613.9,16372806
101950.35,16980302
102286.82,17128682
102623.16,17008988
102959.6,17033596
103296.05,17241050
103632.52,17018258
103968.97,16792628
104305.31,16852756
104641.75,17065396
104978.2,16892870
105314.66,16616316
105651.11,16128694
105987.43,16282105
106323.87,16355524
106660.32,16465210
106996.76,16791532
107333.21,16216633
107669.54,16494080
108006,15884814
108342.44,16712344
108678.88,16320058
109015.33,15606608
109351.67,15993347
109688.11,16378306
110024.55,16087744
110361,16419380
110697.48,16185372
111033.81,16466904
111370.26,16630128
111706.71,16718774
112043.17,16722078
112379.61,16450690
112715.94,16650652
113052.39,16185544
113388.83,17045468
113725.28,16798866
114061.73,16388546
114398.07,16743068
114734.52,16840520
115070.95,16042644
115407.41,16307360
115743.85,15802679
116080.18,16186738
116416.61,16315640
116753.05,16555198
117089.5,16377838
117425.95,16536888
117762.28,16623630
118098.72,16537448
118435.16,16384964
118771.6,15931149
119108.06,16893316
119444.38,16730624
119780.83,16518240
120117.28,16419524
120453.74,16869386
120790.19,17135644
121126.51,16743470
121462.97,16410186
121799.41,16856522
122135.85,16751172
122472.32,16997040
122808.67,17387694
123145.11,17296512
123481.55,17164384
123817.99,17490346
124154.44,17407486
124490.77,17734994
124827.21,17535408
125163.68,16775698
125500.12,17122048
125836.56,17346010
126172.9,17255700
126509.35,17339068
126845.8,17176940
127182.25,17097820
127518.7,16668124
127855.02,17234110
128191.47,17298000
128527.91,17236952
128864.35,17183394
129200.81,17265628
129537.15,17551946
129873.59,17295592
130210.03,17142528
130546.47,16631462
130882.92,17180740
131219.25,17453818
131555.69,17520630
131892.14,17678888
132228.58,17131990
132565.04,17739518
132901.37,17480802
133237.82,17358830
133574.26,17103326
133910.71,17709282
134247.16,18070548
134583.49,18006618
134919.94,17957278
135256.39,17312308
135592.85,16949824
135929.29,18085892
136265.63,17661630
136602.07,17378152
136938.5,17778702
137274.95,17495826
137611.4,17144748
137947.74,16300318
138284.19,16751636
138620.63,16983500
138957.07,17554318
139293.54,17762944
139629.87,17293636
139966.31,17089738
140302.76,17180520
140639.21,16862590
140975.66,16918992
141312,17218172
141648.44,16866552
141984.9,17527202
142321.35,17630320
142657.79,17945388
142994.13,17429230
143330.57,17718334
143667.01,17112580
144003.47,17393378
144339.91,18319758
144676.23,17770276
145012.68,17777578
145349.13,17608712
145685.58,18016496
146022.03,17826710
146358.36,17907550
146694.8,18235188
147031.28,17109194
147367.73,17746550
147704.18,17863768
148040.53,17870332
148376.98,17352454
148713.44,17532290
149049.9,17412918
149386.35,17823924
149722.68,17849362
150059.12,17048002
150395.56,17143524
150731.99,17008746
151068.43,17592318
151404.76,16867158
151741.21,17856762
152077.65,16937426
152414.1,17083500
152750.56,16629738
153086.89,17204658
153423.34,17199254
153759.79,17202006
154096.23,16985706
154432.66,16932750
154768.99,17280088
155105.44,17071614
155441.89,17372792
155778.32,16946494
156114.77,17315352
156451.11,17939094
156787.56,17814500
157124.01,17286812
157460.45,17303828
157796.9,16627490
158133.25,17001728
158469.71,16794318
158806.15,17335610
159142.6,16892790
159479.04,17430038
159815.39,17275596
160151.83,17302086
160488.29,16991132
160824.75,17218360
161161.19,17149680
161497.52,17543984
161833.96,17434140
162170.42,17294572
162506.9,17020738
162843.34,16993276
163179.67,17750940
163516.11,17502916
163852.57,17525682
164189.01,16725640
164525.45,16751056
164861.78,16973536
165198.22,17367444
165534.67,16879076
165871.12,17485842
166207.56,17601566
